date,total,1,2,3,4,5,7,10,S1,S3,S6,S7,S8,S9
2019-08-19,329.2,96.4,82.6,80.3,21.2,,,18.3,8.7,8.4,,1.1,10.6,1.6
2019-08-20,328.2,94.6,85.2,80.1,20.8,,,18.1,8.4,8.2,,1,10.3,1.5
2019-08-21,325.8,94.4,84,79.2,20.9,,,17.9,8.6,8.3,,1,10.1,1.5
2019-08-22,324.9,93.9,83.4,79.5,20.8,,,17.8,8.8,8.2,,1.1,10,1.4
2019-08-23,344.6,100,87.4,84.6,21.9,,,18.6,9.7,8.9,,1.1,10.7,1.7
2019-08-24,289,81.2,75.7,73.9,16.2,,,13.1,9.4,7.4,,1.1,9.4,1.6
2019-08-25,261.6,73.6,66.9,66.7,14.6,,,11.7,8.9,7.1,,1.1,9.2,1.7
2019-08-26,328.3,96,82.4,79.4,21.2,,,18.3,9.1,8.5,,1.1,10.7,1.6
2019-08-27,321.5,93.3,83.1,77.4,20.6,,,17.8,8.5,8.2,,1,10.2,1.5
2019-08-29,332,96.4,84.8,79.5,21.5,,,18.5,9.3,8.4,,1.1,10.6,1.7
2019-08-30,352.7,102.3,88.9,84.7,23.1,,,19.7,10.3,9.1,,1.3,11.3,2
2019-08-31,298.3,83.9,77.3,72.3,17.9,,,14.7,10.7,8.1,,1.2,10.1,2.1
2019-09-01,246.7,68.8,61.7,60.2,14.9,,,12.7,9.6,7.2,,1.1,8.6,1.9
2019-09-02,305.2,88.2,76.5,72.7,21,,,17.7,8.9,8,,1,9.7,1.4
2019-09-03,301.4,87.3,76.8,71.2,20.3,,,18.1,8.5,7.7,,1,9.1,1.4
2019-09-04,311.1,90.3,79.4,74,21,,,17.7,8.3,8,,1,10,1.4
2019-09-05,306.3,88.5,77.5,73.1,20.5,,,18.4,8.3,7.9,,1,9.7,1.5
2019-09-06,347.3,100.9,87.5,82.9,23.1,,,19.5,10.1,8.9,,1.2,11.3,1.9
2019-09-07,312.9,89.2,80.5,75.3,19.1,,,15.5,10.4,8.5,,1.2,11,2.4
2019-09-08,269,77.1,67.7,65.1,16.4,,,12.6,9.4,7.4,,1.2,10,2.1
2019-09-09,310.7,90.3,78.2,73.6,21.4,,,18.3,8.4,8,,1,10,1.5
2019-09-10,306.1,89,78.1,72.3,21.1,,,17.7,8.2,7.7,,1,9.6,1.4
2019-09-11,312.4,91,79.1,73.9,21.6,,,17.8,8.6,8,,1,9.8,1.5
2019-09-12,375.4,106.9,90.9,90.8,25.5,,,21.1,12,10.2,,1.6,13.8,2.6
2019-09-13,314.5,86,78.8,80.7,18,,,14.1,12.1,8.3,,1.8,11.7,3
2019-09-14,286.6,78.6,75.1,71.4,16.7,,,12.5,10,7.3,,1.5,10.6,2.9
2019-09-15,293.7,82.6,69.5,72.8,17.9,,,14.3,11.4,9.3,,1.6,11.4,2.9
2019-09-16,315.9,91.3,78.5,74.8,22.2,,,18.5,8.9,8.4,,1.1,10.4,1.8
2019-09-17,308.1,89,78.5,72.8,21.4,,,17.7,8.4,8,,1.1,9.8,1.5
2019-09-18,310.2,90.1,79.6,73.1,21.5,,,17.7,8.2,7.9,,1,9.7,1.4
2019-09-19,308.6,89.5,78.9,73.1,21.4,,,17.7,8.2,7.8,,1,9.6,1.4
2019-09-20,347.8,101.5,88.2,82.3,23.9,,,19.3,9.5,8.9,,1.2,11.2,1.9
2019-09-21,315.7,90.5,83.2,75.5,19.9,,,14.9,9.8,8,,1.1,10.5,2.3
2019-09-22,275.5,78.5,70.3,66,17.5,,,13,9.2,7.5,,1.2,10.3,2
2019-09-23,314.1,91.4,79.2,74,22,,,18.3,8.3,8.1,,1,10.2,1.6
2019-09-24,310.4,89.5,79.5,73.1,21.7,,,17.8,8.2,7.9,,1,10.1,1.4
2019-09-25,313.4,90.9,80.1,73.8,22,,,17.9,8.3,8,,1,9.9,1.5
2019-09-26,310.3,89.6,79.3,73.1,21.7,,,17.8,8.5,7.9,,1.1,9.8,1.5
2019-09-27,332.8,96.7,84.7,78,23,,,18.7,9.8,8.4,,1.3,10.6,1.7
2019-09-28,280,79.8,72.7,66.6,17.6,,,13.2,9.7,7.3,,1.2,9.6,2.3
2019-09-29,318.9,91.7,79.4,76.5,21.8,,,18.2,9.5,8.2,,1.1,10.3,2.3
2019-09-30,385.1,110.2,90.9,94.6,26.1,,,21.1,12.5,10.1,,1.7,15,2.9
2019-10-01,367,102.9,84,97.3,27.6,,,15.3,13.5,8.9,,1.6,14.7,3.2
2019-10-02,324.4,86.6,83,87.6,17.9,,,13.2,12.1,7.4,,1.5,11.8,3.2
2019-10-03,326.2,86.4,85.4,87.8,17.6,,,13.2,12,7.3,,1.5,11.7,3.4
2019-10-04,313.3,84.9,82.2,82.9,16.9,,,12.8,11.1,7,,1.4,11.2,2.9
2019-10-05,283.2,78.4,73.3,74,15.3,,,11.7,10.4,6.9,,1.2,9.7,2.4
2019-10-06,299.2,83.6,74.2,75.8,17.4,,,13.4,8,1.4,,1.3,8,1.3
2019-10-07,301.2,85.9,70.6,73.2,18.9,,,14.7,12,9.2,,1.5,12.2,3.1
2019-10-08,314.9,90.7,78.3,74.4,21.8,,,18.5,9.3,8.4,,1.1,10.4,1.8
2019-10-09,313.7,90.7,79.5,73.6,21.8,,,18.4,8.7,8.1,,1.1,10.1,1.7
2019-10-10,311.5,89.7,79.2,73.3,21.9,,,18.4,8.3,8.1,,1,9.9,1.6
2019-10-11,315.5,91.2,80.6,74.2,21.9,,,18.5,8.5,8.1,,1,10,1.6
2019-10-12,325.9,94,83.2,76.4,22.4,,,18.7,9.1,8.5,,1.2,10.5,2
2019-10-13,274.9,78.5,70.5,65.1,17.3,,,13.3,9.5,7.4,,1.2,9.6,2.4
2019-10-14,310.7,90.2,78.1,73.3,21.7,,,18.2,8.4,8.1,,1.1,10.1,1.6
2019-10-15,313.7,90.8,80.4,73.8,21.8,,,18.3,8.1,8.1,,1,9.9,1.5
2019-10-16,316.6,91.6,81.1,74.3,22.2,,,18.3,8.3,8.1,,1,10,1.7
2019-10-17,316.8,91.2,81.4,74.7,22.2,,,18.4,8.3,8.1,,1,10,1.6
2019-10-18,365.1,106,92.3,85.6,24.6,,,20.9,10.5,9.4,,1.4,11.9,2.5
2019-10-19,336,95.4,88.5,80.2,21.3,,,16.4,10.4,8.5,,1.3,11.2,2.8
2019-10-20,300.6,84.9,76,72.1,19,,,14.9,10.2,8.4,,1.5,11.1,2.6
2019-10-21,317.1,91.8,79.6,75.1,22.2,,,18.5,8.5,8.3,,1.1,10.4,1.7
2019-10-22,311.4,89.9,79.9,73.1,21.8,,,18.3,8.1,8,,1,9.8,1.6
2019-10-23,314,91,80.5,73.9,21.9,,,18.1,8.2,8,,1,9.8,1.6
2019-10-24,314.2,90.7,80.2,74,21.9,,,18.4,8.3,8.1,,1,9.9,1.6
2019-10-25,364.5,105.7,92.3,84.7,24.8,,,21.4,10.7,9.5,,1.3,11.6,2.5
2019-10-26,329.5,93.2,86.3,78.3,20.7,,,16.8,10.4,8.4,,1.3,11.3,2.8
2019-10-27,294.8,83.2,74.3,70.3,18.5,,,14.7,10.6,8.3,,1.4,10.8,2.7
2019-10-28,315.6,91.3,79.4,74.1,22.2,,,18.6,8.7,8.4,,1.1,10.2,1.7
2019-10-29,309.4,89.2,79.4,72.5,21.5,,,18,8.3,8.1,,1,9.8,1.7
2019-10-30,312.5,90.4,80,73.3,21.7,,,18.1,8.3,8.2,,1,10,1.6
2019-10-31,315.6,91,80.3,74.5,21.8,,,18.2,8.6,8.3,,1,10.3,1.7
2019-11-01,370.4,106.4,92.7,85.4,24.5,,,24.8,10.7,9.6,,1.4,12.2,2.7
2019-11-02,346.8,96.7,91.9,79.9,21.2,,,21.6,11.2,8.6,,1.3,11.3,3
2019-11-03,306.8,85.9,79.5,72.8,19.2,,,15.5,10.6,8.5,,1.4,10.5,2.8
2019-11-04,323,93.1,81.1,76.5,22.5,,,18.9,8.9,8.6,,1.1,10.5,1.8
2019-11-05,314.7,90.5,80.6,73.9,21.8,,,18.2,8.4,8.3,,1.1,10.3,1.6
2019-11-06,304,83.7,80.5,70.9,21.9,,,17.7,8.3,8,,1.1,10.1,1.9
2019-11-07,316.4,91.3,80.8,74.5,22.2,,,18.4,8.4,8.3,,1,10,1.6
2019-11-08,363.6,105.3,91.9,85.7,25,,,20.5,10.3,9.5,,1.3,11.7,2.4
2019-11-09,335.5,94.5,89.6,79.7,21.7,,,16.2,10.6,8.4,,1.3,11,2.7
2019-11-10,312.6,88.1,80.9,74.4,21,,,15.7,10,8.4,,1.3,10.4,2.4
2019-11-11,320.2,93,80.8,74.9,22.2,,,18.7,8.7,8.5,,1.1,10.4,1.9
2019-11-12,305.4,87,78.5,71.8,21.5,,,17.8,8.1,8.2,,1,9.9,1.6
2019-11-13,308.5,89.4,79,71.9,21.7,,,18.1,8.1,8.2,,1,9.6,1.6
2019-11-14,310.7,89.9,79.5,72.5,21.8,,,18.3,8.2,8.2,,1,9.7,1.5
2019-11-15,362.9,105.3,91,85.2,25,,,20.6,10.6,9.6,,1.3,12,2.4
2019-11-16,329.5,92.7,87.5,78.3,20.9,,,16.2,10.4,8.5,,1.3,11,2.7
2019-11-17,279.3,78.6,70.5,67.2,17.5,,,13.7,9.9,7.9,,1.3,10.3,2.4
2019-11-18,312.8,90.7,78.6,73.5,22.1,,,18.4,8.3,8.6,,1,10.1,1.5
2019-11-19,317.4,91.7,80.7,74.4,22.1,,,18.4,8.6,8.4,,1.1,10.3,1.7
2019-11-20,315.8,91.5,81,73.6,22.4,,,18.3,8.1,8.4,,1,9.9,1.6
2019-11-21,312.3,90.2,79.9,73,22,,,18.3,8.2,8.3,,1,9.9,1.5
2019-11-22,363.2,105.3,91.4,85.5,25,,,20.5,10.5,9.5,,1.3,11.8,2.4
2019-11-23,332.4,93.6,88.6,78.9,21.3,,,16.2,10.5,8.4,,1.3,11,2.7
2019-11-24,276.3,77.7,69.1,66.9,17.6,,,13.5,9.6,7.9,,1.3,10.2,2.4
2019-11-25,301.3,87.3,75.9,70.4,21.4,,,17.8,7.9,8.4,,1,9.7,1.5
2019-11-26,306.8,92.6,78.8,64.9,22.7,,,18,10.5,7.3,,1,9.6,1.4
2019-11-27,290.4,84.4,74.2,67.7,21,,,17.1,7.2,8,,0.9,8.8,1.2
2019-11-28,314.8,91.1,80.6,73.9,22.4,,,18.1,8,8.4,,1,9.9,1.5
2019-11-29,359.3,104.1,91,84.1,25,,,20.1,10.1,9.7,,1.2,11.7,2.3
2019-11-30,284.7,80.6,74.8,67.8,18.3,,,13.4,9.2,7.5,,1.1,9.8,2.2
2019-12-01,254.9,72,64.1,61,16.3,,,12.1,9.1,7.4,,1.2,9.5,2.1
2019-12-02,317.1,91.5,79.8,74.5,22.6,,,18.7,8.3,8.7,,1.1,10.4,1.6
2019-12-03,308,88.8,78.8,72.1,21.9,,,17.9,7.8,8.3,,1,9.9,1.5
2019-12-04,313.4,90.9,80.4,72.5,22.3,,,18.4,8,8.5,,1,10,1.5
2019-12-05,313.6,90.7,80.5,72.8,22.3,,,18.3,8.2,8.5,,1,9.8,1.5
2019-12-06,367.7,107,93,85.7,25.3,,,20.9,10.3,9.7,,1.3,12,2.3
2019-12-07,325.2,92.6,85.4,77.8,20.6,,,15.6,9.9,8.4,,1.3,11.3,2.4
2019-12-08,281.8,79.8,71.2,67.4,18,,,13.5,9.6,8.1,,1.3,10.4,2.4
2019-12-09,317.1,92,80.5,73.8,22.4,,,18.8,8.3,8.7,,1,10.1,1.6
2019-12-10,311.3,90.1,80,72.3,22.1,,,18.1,7.9,8.4,,1,9.8,1.5
2019-12-11,313.2,90.9,80.4,72.6,22.2,,,18.2,7.9,8.5,,1,10,1.5
2019-12-12,313.7,91.4,80.7,72.5,22.2,,,18.2,8,8.4,,1,9.9,1.5
2019-12-13,346.9,100.8,87.6,80.5,24.3,,,20,9.7,9.5,,1.2,11.3,2.1
2019-12-14,299,84.9,78.6,70.2,19.1,,,14.8,9.3,8.1,,1.2,10.6,2.3
2019-12-15,270.9,76.4,68.4,64.3,17.4,,,13.1,9.4,8,,1.2,10.3,2.4
2019-12-16,316.9,91.6,79.9,73.9,22.5,,,18.7,8.5,8.8,,1.1,10.2,1.7
2019-12-17,296.9,86,76.3,68.7,21.1,,,17.5,7.6,8,,0.9,9.3,1.3
2019-12-18,303,88.2,77.9,70,21.7,,,17.7,7.6,8.2,,0.8,9.6,1.3
2019-12-19,309.3,89.8,79.5,71.7,21.9,,,18,8,8.5,,1,9.5,1.4
2019-12-20,367,106.5,93,85.3,25.5,,,21,10.4,9.8,,1.3,12,2.3
2019-12-21,276.6,79.1,72.4,64.5,17.2,,,14.7,8.8,7.4,,1.1,9.7,1.9
2019-12-22,263.3,74.9,66.4,62.5,16.8,,,13,9.1,7.6,,1.2,9.7,2.1
2019-12-23,322.8,93.6,81.7,75.2,22.9,,,18.9,8.6,8.8,,1,10.4,1.7
2019-12-24,322.1,94.4,83.8,74,22.8,,,18.3,8.2,8.5,,1,9.6,1.5
2019-12-25,320.6,94.4,83.5,73.1,22.6,,,18.4,8.2,8.5,,0.9,9.5,1.5
2019-12-26,311.5,90.6,80.1,72.1,22.4,,,18,8.1,8.5,,0.9,9.4,1.4
2019-12-27,350.8,102.1,89.6,80.9,24.5,,,20.3,9.7,9.4,,1.2,11.2,1.9
2019-12-28,290.5,83.7,75.6,68.5,18.8,,,14.1,9.1,7.6,,1.1,9.9,2
2019-12-29,246.9,70.9,62.3,59,15.6,,,11.9,8.3,7.1,,1.1,8.9,1.8
2019-12-30,328.9,95.4,83.3,76.9,23.3,,,19.1,8.9,8.9,,1.1,10.2,1.8
2019-12-31,411.6,121.2,106.9,95.6,27.8,,,21.7,11.6,10.4,,1.5,12.6,2.5
2020-01-01,294.2,84.5,73.9,71.7,18.9,,,12.9,10.4,8,,1.4,10.2,2.3
2020-01-02,315.7,91,79.9,73.9,22.3,,,18.4,8.7,8.6,,1,10.1,1.7
2020-01-03,331.8,96.3,83.7,77,23.4,,,19.2,9.3,9.1,,1.2,10.9,1.8
2020-01-04,260.6,74.6,66.9,61.8,16.6,,,12.9,8.5,7.3,,1.1,8.9,1.9
2020-01-05,227.4,65.2,56.6,54.3,14.4,,,11.1,8.1,6.9,,1,8,1.8
2020-01-06,316.1,91.5,79.7,73.7,22.5,,,18.6,8.9,8.6,,1,9.8,1.8
2020-01-07,307.7,89.3,78.5,71.3,22,,,18,8.7,8.4,,0.9,9,1.6
2020-01-08,331.6,96.8,84.2,77.6,23.7,,,18.8,9.2,8.8,,0.9,9.9,1.7
2020-01-09,333.9,97.5,83.4,78,24.9,,,19,9.6,8.9,,1,10.2,1.5
2020-01-10,360.1,106.1,90.2,84,26,,,20.6,10.1,9.3,,1.1,11.1,1.5
2020-01-11,278,81.1,70.7,67.4,18,,,13.4,9,7.2,,0.9,9.1,1.3
2020-01-12,263.7,75.9,65.4,65.3,17.3,,,12.1,8.7,7.2,,1,9.3,1.6
2020-01-13,346.8,101.1,86.6,83.3,25,,,19,9.3,8.8,,1,11.2,1.6
2020-01-14,347.2,100.7,88.9,82.9,24.7,,,18.7,9.4,8.7,,1,10.6,1.6
2020-01-15,340.3,99.3,87.2,80.2,24.2,,,18.7,9.3,8.7,,1,10.2,1.6
2020-01-16,323.1,95,82.7,75.7,22.9,,,17.8,8.9,8.3,,0.9,9.6,1.4
2020-01-17,347.5,102.3,88.1,81.4,25.6,,,18.7,9.4,8.6,,1,11,1.4
2020-01-18,272.5,78.4,69.5,66.2,18.1,,,12.7,8.3,7.1,,1,9.6,1.5
2020-01-19,305.1,89,76.2,72.9,21.7,,,16.6,8.4,7.6,,1,10.3,1.4
2020-01-20,304.7,89.4,75.7,72.3,21.6,,,16.4,8.5,7.6,,1,10.7,1.5
2020-01-21,253.7,74.2,63.6,60.2,17.2,,,13.6,7.4,6.4,,0.8,9.1,1.3
2020-01-22,191.2,55.8,47.3,45.2,12.8,,,9.8,6.2,5,,0.7,7.5,1
2020-01-23,121.6,34.9,28.7,29.3,7.5,,,5.9,4.8,3.5,,0.5,5.6,0.9
2020-01-24,54,14.5,12.3,13.7,3.3,,,2.3,2.8,1.6,,0.3,2.8,0.4
2020-01-25,35.7,9.5,8.1,8.8,2.1,,,1.6,1.8,1.2,,0.2,2.1,0.3
2020-01-26,26.9,7.3,5.8,6.5,1.5,,,1.2,1.7,0.9,,0.2,1.5,0.3
2020-01-27,26.5,7.4,5.7,6.3,1.5,,,1.2,1.7,0.9,,0.2,1.4,0.3
2020-01-28,24.7,6.9,5.4,5.8,1.5,,,1.2,1.5,0.8,,0.2,1.3,0.2
2020-01-29,23,6.5,5.2,5.2,1.4,,,1.2,1.3,0.8,,0.1,1.1,0.2
2020-01-30,19.3,5.5,4.3,4.4,1.2,,,1,1.1,0.7,,0.1,0.9,0.2
2020-01-31,18.3,5.3,4.3,4,1.1,,,1,1,0.6,,0.1,0.8,0.1
2020-02-01,16.3,4.7,3.8,3.7,1,,,0.9,0.9,0.5,,0.1,0.7,0.1
2020-02-02,15.8,4.5,3.5,3.6,1,,,0.9,0.9,0.5,,0.1,0.7,0.1
2020-02-03,19,5.5,4.8,4.2,1.3,,,1,0.8,0.5,,0.1,0.7,0.1
2020-02-04,15.4,4.5,3.9,3.4,1,,,0.9,0.6,0.4,,0.1,0.6,0.1
2020-02-05,14.8,4.3,3.7,3.3,1,,,0.8,0.6,0.4,,0.1,0.6,0.1
2020-02-06,13.5,3.9,3.3,3,0.9,,,0.8,0.6,0.4,,0.04,0.5,0.1
2020-02-07,14,4.1,3.3,3.1,0.9,,,0.8,0.7,0.5,,0.1,0.5,0.1
2020-02-08,13.2,3.8,3,3,0.8,,,0.8,0.7,0.5,,0.1,0.5,0.1
2020-02-09,15.1,4.3,3.2,3.5,0.9,,,0.9,0.9,0.6,,0.1,0.7,0.1
2020-02-10,19.9,5.8,4.8,4.5,1.3,,,1.2,0.7,0.6,,0.1,0.8,0.1
2020-02-11,15.4,4.4,3.8,3.5,1,,,0.9,0.5,0.5,,0.1,0.7,0.1
2020-02-12,15.7,4.5,3.8,3.6,1.1,,,0.9,0.5,0.4,,0.1,0.7,0.1
2020-02-13,15.2,4.3,3.7,3.4,1.1,,,0.9,0.5,0.4,,0.1,0.7,0.1
2020-02-14,15.5,4.4,3.8,3.5,1.1,,,0.9,0.5,0.4,,0.1,0.7,0.1
2020-02-15,10.9,3.1,2.6,2.5,0.7,,,0.6,0.4,0.4,,0.04,0.5,0.1
2020-02-16,11.9,3.3,2.7,2.7,0.8,,,0.7,0.6,0.4,,0.1,0.6,0.1
2020-02-17,20.2,5.7,5,4.7,1.4,,,1.2,0.6,0.6,,0.1,0.9,0.1
2020-02-18,19.7,5.6,4.8,4.5,1.4,,,1.2,0.6,0.6,,0.1,0.9,0.1
2020-02-19,21.6,6.2,5.2,5,1.4,,,1.3,0.7,0.6,,0.1,1,0.1
2020-02-20,26,7.5,6.2,6.1,1.7,,,1.5,0.9,0.7,,0.1,1.2,0.1
2020-02-21,30.1,8.7,7.1,7.1,1.9,,,1.8,1.2,0.8,,0.1,1.3,0.1
2020-02-22,23.8,6.8,5.5,5.6,1.4,,,1.3,1.1,0.8,,0.1,1.1,0.2
2020-02-23,24.2,6.7,5.3,5.7,1.4,,,1.3,1.4,0.9,,0.2,1.2,0.2
2020-02-24,53.1,15.4,12.4,12.5,3.3,,,3.5,1.7,1.6,,0.2,2.2,0.3
2020-02-25,53,15.5,12.3,12.5,3.3,,,3.6,1.7,1.6,,0.2,2.1,0.3
2020-02-26,58.6,17,13.6,13.8,3.7,,,4,1.9,1.8,,0.2,2.3,0.3
2020-02-27,60.6,17.6,14.1,14.3,3.7,,,4.1,1.9,1.8,,0.2,2.4,0.3
2020-02-28,61.1,17.7,14.1,14.5,3.7,,,4.2,2.1,1.9,,0.3,2.4,0.3
2020-02-29,38.4,10.8,8.6,9.3,2.2,,,2.2,1.8,1.3,,0.2,1.8,0.3
2020-03-01,37.9,10.4,8.3,9,2.1,,,2.1,2.1,1.4,,0.2,1.9,0.4
2020-03-02,86.5,25,20.3,20.6,5.3,,,5.9,2.6,2.6,,0.3,3.4,0.5
2020-03-03,86.7,25,20.4,20.7,5.4,,,6,2.5,2.7,,0.3,3.3,0.4
2020-03-04,88.4,25.5,20.9,21.1,5.5,,,6.2,2.4,2.7,,0.3,3.3,0.4
2020-03-05,91.1,26.3,21.5,21.8,5.7,,,6.4,2.5,2.8,,0.3,3.4,0.4
2020-03-06,94.5,27.2,22.2,22.6,5.8,,,6.6,2.7,2.9,,0.4,3.6,0.5
2020-03-07,58.4,16.2,13.8,14.1,3.5,,,3.4,2.1,2,,0.3,2.6,0.4
2020-03-08,53.1,14.7,12.3,12.9,3.1,,,2.9,2.2,1.9,,0.3,2.5,0.4
2020-03-09,106.2,30.6,25.3,25.2,6.8,,,7.5,2.6,3.3,,0.4,3.9,0.5
2020-03-10,110,31.8,26.4,26.1,7,,,7.8,2.6,3.4,,0.4,4,0.5
2020-03-11,114.8,33.1,27.5,27.4,7.4,,,8,2.8,3.5,,0.4,4.2,0.5
2020-03-12,115.7,33.4,27.7,27.5,7.5,,,8.2,2.7,3.5,,0.4,4.2,0.5
2020-03-13,119.5,34.5,28.4,28.3,7.7,,,8.4,3.1,3.7,,0.5,4.4,0.6
2020-03-14,79.5,22.3,19,19.3,4.8,,,4.6,2.5,2.7,,0.4,3.5,0.5
2020-03-15,73.3,20.4,17,17.7,4.5,,,4.1,2.7,2.5,,0.4,3.3,0.6
2020-03-16,139.6,40.3,33.3,33.1,9,,,9.7,3.4,4.2,,0.6,5.2,0.7
2020-03-17,139.6,40.4,33.7,33.1,9.1,,,9.7,3.3,4.2,,0.5,5.1,0.6
2020-03-18,142.7,41.3,34.6,33.8,9.3,,,9.8,3.3,4.2,,0.5,5.2,0.7
2020-03-19,143.1,41.4,34.6,34,9.3,,,9.9,3.3,4.3,,0.5,5.2,0.7
2020-03-20,152.4,44.1,36.5,36.2,10,,,10.3,3.7,4.6,,0.6,5.6,0.8
2020-03-21,101.3,28.4,24.3,24.7,6.3,,,5.8,2.9,3.3,,0.5,4.3,0.6
2020-03-22,98.2,27.7,22.8,24,6.3,,,5.4,3,3.3,,0.5,4.3,0.8
2020-03-23,166.8,48.2,40.2,39.8,11.2,,,11.2,3.7,5,,0.6,6,0.9
2020-03-24,167.8,48.6,40.9,40,11.3,,,11.2,3.7,4.8,,0.6,6,0.8
2020-03-25,161.5,46.9,39.4,38.4,10.6,,,10.9,3.6,4.8,,0.6,5.7,0.7
2020-03-26,148,43,35.9,35.1,9.6,,,10.2,3.3,4.5,,0.5,5.1,0.7
2020-03-27,171,49.9,41.6,40.5,11.1,,,11.5,3.9,5.1,,0.6,6.1,0.8
2020-03-28,109.7,31.2,26.6,26.7,6.5,,,6.2,3.2,3.7,,0.5,4.6,0.6
2020-03-29,85.7,24.2,20.3,20.8,4.9,,,4.7,2.8,3.2,,0.4,3.9,0.6
2020-03-30,176.8,51.5,43.1,41.7,11.5,,,11.9,4,5.4,,0.6,6.2,0.9
2020-03-31,171.9,50.1,42.2,40.5,11.2,,,11.6,3.8,5.2,,0.6,5.9,0.7
2020-04-01,181,52.8,44.3,42.9,11.8,,,12,4,5.4,,0.6,6.3,0.9
2020-04-02,184.6,53.6,45.1,43.9,12.1,,,12.3,4.1,5.5,,0.6,6.5,0.9
2020-04-03,199.3,57.3,47.1,47.5,12.8,,,13,5.3,6.2,,0.8,8,1.3
2020-04-04,119.5,33.1,28.2,29.6,7.6,,,6.3,3.9,4.1,,0.6,5.1,1
2020-04-05,125.7,34.6,29.8,40.9,8,,,6.7,3.8,4.2,,0.7,5.9,1.2
2020-04-06,134.3,37.3,31.7,32.6,8.2,,,7.5,4.2,5,,1.7,5.8,1.3
2020-04-07,200.8,58.3,48.7,47.7,13.2,,,13.4,4.6,6,,0.7,7.1,1.1
2020-04-08,199.9,58.1,49.1,47.3,13.1,,,13.2,4.5,5.9,,0.7,7,0.9
2020-04-09,197.6,57.5,48.6,46.7,13,,,13.2,4.3,5.9,,0.6,6.9,0.9
2020-04-10,205.2,59.7,50.1,48.5,13.4,,,13.6,4.8,6.1,,0.7,7.2,1
2020-04-11,120,34,29.6,29.1,7,,,6.8,3.3,4.1,,0.5,4.9,0.7
2020-04-12,131.1,36.9,31.7,31.9,8,,,7.2,3.9,4.5,,0.6,5.5,0.9
2020-04-13,211.4,61.3,51.3,50.2,13.9,,,13.8,4.9,6.2,,0.7,8,1.1
2020-04-14,208.2,60.4,51.1,49.4,13.6,,,13.5,4.7,6.1,,0.7,7.7,1
2020-04-15,209.7,61.2,51.7,49.3,13.8,,,13.6,4.8,6.2,,0.7,7.4,1
2020-04-16,205.9,60.1,50.7,48.5,13.6,,,13.6,4.6,6.1,,0.7,7,1
2020-04-17,210.3,61.3,51.4,49.5,13.8,,,13.8,5.2,6.3,,0.7,7.3,1
2020-04-18,138.1,39.1,34.1,33.2,8.2,,,7.6,4.2,4.6,,0.6,5.6,0.9
2020-04-19,124.3,35.1,29.7,30.1,7.2,,,6.8,4.2,4.4,,0.7,5.3,0.9
2020-04-20,212.5,61.7,52.1,50.1,14.1,,,14,4.9,6.4,,0.7,7.4,1.1
2020-04-21,212,61.4,52.7,50,14,,,13.8,4.7,6.3,,0.7,7.3,1
2020-04-22,213.7,62.1,52.9,50.4,14.3,,,13.9,4.9,6.3,,0.7,7.2,1
2020-04-23,209.8,61,52.1,49.5,14,,,13.7,4.7,6.2,,0.7,7.1,1
2020-04-24,219.4,63.8,54.3,51.5,14.6,,,14.2,5.1,6.4,,0.7,7.5,1.1
2020-04-25,151.9,42.6,37.8,36.4,9.5,,,8.4,4.4,5,,0.6,6.1,1
2020-04-26,196.4,56.8,47.6,46.7,13.3,,,12.9,4.7,5.9,,0.7,6.9,0.9
2020-04-27,211.1,61.4,52.2,49.6,14.1,,,13.9,4.8,6.2,,0.7,2.2,1
2020-04-28,217.5,63,54.1,51,14.5,,,14.1,5.1,6.4,,0.7,7.5,1.1
2020-04-29,218.4,63.2,54,51.5,14.6,,,14,5.3,6.4,,0.7,7.5,1.1
2020-04-30,237.7,68.6,56.7,56.8,15.5,,,15.1,6.5,7.3,,0.9,9,1.3
2020-05-01,146.7,40.5,33.1,37.5,8.4,,,7.1,5.8,4.9,,0.9,7.1,1.4
2020-05-02,146.7,40.8,35,37.4,8.8,,,6.9,4.9,4.3,,0.8,6.6,1.3
2020-05-03,138.9,38.9,32.4,35.4,8.3,,,6.7,4.7,4.2,,0.8,6.4,1.3
2020-05-04,143.3,40.5,33.5,35.8,8.6,,,7.1,5,4.5,,0.7,6.3,1.2
2020-05-06,229,66.2,55.6,54.4,15.3,,,14.8,5.9,6.7,,0.8,8,1.2
2020-05-07,223.3,64.7,54.8,52.9,14.9,,,14.5,5.5,6.5,,0.7,7.7,1.1
2020-05-08,217.4,63,53.2,51.5,14.6,,,14.1,5.3,6.3,,0.7,7.7,1
2020-05-09,226.6,65.4,55.2,53.8,15.2,,,14.6,5.7,6.6,,0.8,8.1,1.2
2020-05-10,154.6,43.6,37.4,37.4,9.4,,,8.3,5.2,5.1,,0.7,6.4,1.2
2020-05-12,235.9,68.1,58.6,55.6,15.9,,,15.2,5.7,6.8,,0.8,8.1,1.1
2020-05-13,234.9,67.8,58.2,55.3,15.9,,,15.1,5.9,6.8,,0.8,8,1.2
2020-05-14,218.9,63.3,54.3,51.3,14.8,,,14.3,5.5,6.4,,0.7,7.3,1
2020-05-15,246.1,71.4,60,57.9,16.4,,,15.8,6.5,7.3,,0.8,8.7,1.3
2020-05-16,180.7,51,44.7,43.8,11.1,,,9.6,5.6,5.8,,0.8,7.1,1.2
