date,total,1,2,3,4,5,7,10,S1,S3,S6,S7,S8,S9
2012-09-09,103.1801,65.9835,37.1966,,,,,,,,,,,
2012-09-10,110.2222,69.092,41.1302,,,,,,,,,,,
2012-09-11,107.8,67.3,40.5,,,,,,,,,,,
2012-09-13,106.6005,66.5027,40.0978,,,,,,,,,,,
2012-09-14,126.2609,79.0968,47.1641,,,,,,,,,,,
2012-09-15,135.0429,84.7612,50.2817,,,,,,,,,,,
2012-09-16,115.45,74.15,41.3,,,,,,,,,,,
2012-09-19,108.8781,67.6665,41.2116,,,,,,,,,,,
2012-09-20,107.9914,67.3381,40.6533,,,,,,,,,,,
2012-09-21,123.7729,77.0889,46.684,,,,,,,,,,,
2012-09-22,129.9755,80.7645,49.211,,,,,,,,,,,
2012-09-23,119.979,75.5434,44.4356,,,,,,,,,,,
2012-09-24,108.8824,68.3835,40.4989,,,,,,,,,,,
2012-09-25,110.1645,69.0291,41.1354,,,,,,,,,,,
2012-09-26,113.4267,71.4683,41.9584,,,,,,,,,,,
2012-09-27,113.7348,71.7702,41.9646,,,,,,,,,,,
2012-09-28,129.2991,82.4344,46.8647,,,,,,,,,,,
2012-09-29,153.4962,101.1759,52.3203,,,,,,,,,,,
2012-09-30,123.0684,82.4595,40.6089,,,,,,,,,,,
2012-10-01,116.8223,75.9757,40.8466,,,,,,,,,,,
2012-10-02,117.6089,75.1506,42.4583,,,,,,,,,,,
2012-10-03,115.3055,73.8998,41.4057,,,,,,,,,,,
2012-10-04,111.845,72.3436,39.5014,,,,,,,,,,,
2012-10-05,110.3059,71.4337,38.8722,,,,,,,,,,,
2012-10-07,118.6827,78.8926,39.7901,,,,,,,,,,,
2012-10-08,107.4691,68.1003,39.3688,,,,,,,,,,,
2012-10-09,105.6819,66.0931,39.5888,,,,,,,,,,,
2012-10-10,107.9813,67.0942,40.8871,,,,,,,,,,,
2012-10-11,105.3958,65.2541,40.1417,,,,,,,,,,,
2012-10-12,123,77,46,,,,,,,,,,,
2012-10-13,131.7651,81.8063,49.9588,,,,,,,,,,,
2012-10-14,114.3658,72.4763,41.8895,,,,,,,,,,,
2012-10-15,107.5513,67.1734,40.3779,,,,,,,,,,,
2012-10-16,103.9287,64.4806,39.4481,,,,,,,,,,,
2012-10-17,110.2092,68.5755,41.6337,,,,,,,,,,,
2012-10-18,110.3697,69.041,41.3287,,,,,,,,,,,
2012-10-19,129.4843,81.3846,48.0997,,,,,,,,,,,
2012-10-20,148.713,93.3748,55.3382,,,,,,,,,,,
2012-10-21,119.2638,76.2677,42.9961,,,,,,,,,,,
2012-10-22,107.9866,67.7688,40.2178,,,,,,,,,,,
2012-10-23,108,67,41,,,,,,,,,,,
2012-10-24,109,67.8,41.2,,,,,,,,,,,
2012-10-25,109.9458,68.5305,41.4153,,,,,,,,,,,
2012-10-26,130.3736,81.8678,48.5058,,,,,,,,,,,
2012-10-27,138,86,52,,,,,,,,,,,
2012-10-28,122,78,44,,,,,,,,,,,
2012-10-29,107,67,40,,,,,,,,,,,
2012-10-30,106.1,65.7,40.4,,,,,,,,,,,
2012-10-31,111.8,69.44,42.36,,,,,,,,,,,
2012-11-01,111.01,68.89,42.12,,,,,,,,,,,
2012-11-02,132.686,82.6593,50.0267,,,,,,,,,,,
2012-11-03,127.7,79.5,48.2,,,,,,,,,,,
2012-11-04,115.3099,73.7378,41.5721,,,,,,,,,,,
2012-11-05,110.9051,69.5181,41.387,,,,,,,,,,,
2012-11-06,109,68,41,,,,,,,,,,,
2012-11-07,108.5173,66.7418,41.7755,,,,,,,,,,,
2012-11-08,106,66,40,,,,,,,,,,,
2012-11-09,124.1909,77.8721,46.3188,,,,,,,,,,,
2012-11-10,125.8,78.4,47.4,,,,,,,,,,,
2012-11-11,128.9,82,46.9,,,,,,,,,,,
2012-11-12,112,70,42,,,,,,,,,,,
2012-11-13,109,68,41,,,,,,,,,,,
2012-11-14,110,68,42,,,,,,,,,,,
2012-11-15,109.1,67.6,41.5,,,,,,,,,,,
2012-11-16,126,79,47,,,,,,,,,,,
2012-11-17,134.8,83,51.8,,,,,,,,,,,
2012-11-18,119.2,75.3,43.9,,,,,,,,,,,
2012-11-19,112.3,70.3,42,,,,,,,,,,,
2012-11-20,116.7,72.3,44.4,,,,,,,,,,,
2012-11-21,108.8,67.5,41.3,,,,,,,,,,,
2012-11-22,108.3,67.2,41.1,,,,,,,,,,,
2012-11-23,129,81.1,47.9,,,,,,,,,,,
2012-11-24,137.3,84.4,52.9,,,,,,,,,,,
2012-11-26,113.8,71.2,42.6,,,,,,,,,,,
2012-11-27,111.8,69,42.8,,,,,,,,,,,
2012-11-28,113,69.7,43.3,,,,,,,,,,,
2012-11-29,112.3,69.4,42.9,,,,,,,,,,,
2012-11-30,131.8,82.6,49.2,,,,,,,,,,,
2012-12-01,126,78.4,47.6,,,,,,,,,,,
2012-12-02,115.8,73.5,42.3,,,,,,,,,,,
2012-12-03,113.6,71,42.6,,,,,,,,,,,
2012-12-04,111.4,68.8,42.6,,,,,,,,,,,
2012-12-05,112.8,69.7,43.1,,,,,,,,,,,
2012-12-06,112.1,69.4,42.7,,,,,,,,,,,
2012-12-07,131.6,81.8,49.8,,,,,,,,,,,
2012-12-08,130.9,80.8,50.1,,,,,,,,,,,
2012-12-09,114.7,71.7,43,,,,,,,,,,,
2012-12-10,113.4,70.4,43,,,,,,,,,,,
2012-12-11,112.4,69.8,42.6,,,,,,,,,,,
2012-12-12,115.1,70.9,44.2,,,,,,,,,,,
2012-12-13,110.6,67.9,42.7,,,,,,,,,,,
2012-12-14,127,78.8,48.2,,,,,,,,,,,
2012-12-15,117.8,73.1,44.7,,,,,,,,,,,
2012-12-16,106.7,67.7,39,,,,,,,,,,,
2012-12-17,113.7,70.7,43,,,,,,,,,,,
2012-12-18,115.1,70.9,44.2,,,,,,,,,,,
2012-12-19,116.1,71.8,44.3,,,,,,,,,,,
2012-12-20,112.3,69.5,42.8,,,,,,,,,,,
2012-12-21,125.5,77.7,47.8,,,,,,,,,,,
2012-12-22,116.3,72.6,43.7,,,,,,,,,,,
2012-12-23,115.7,73.3,42.4,,,,,,,,,,,
2012-12-24,135.6,84.7,50.9,,,,,,,,,,,
2012-12-25,127.5,79.2,48.3,,,,,,,,,,,
2012-12-26,116.5,72,44.5,,,,,,,,,,,
2012-12-27,112.6,69.5,43.1,,,,,,,,,,,
2012-12-28,128.7,80.3,48.4,,,,,,,,,,,
2012-12-29,104.9,66.6,38.3,,,,,,,,,,,
2012-12-30,112.5,72.7,39.8,,,,,,,,,,,
2012-12-31,148.8,94.8,54,,,,,,,,,,,
2013-01-01,133.9,87.1,46.8,,,,,,,,,,,
2013-01-02,115.8,74.1,41.7,,,,,,,,,,,
2013-01-03,107.7,70.2,37.5,,,,,,,,,,,
2013-01-04,126,78.3,47.7,,,,,,,,,,,
2013-01-05,118.8,73.6,45.2,,,,,,,,,,,
2013-01-06,115.4,71.6,43.8,,,,,,,,,,,
2013-01-07,115.4,71.4,44,,,,,,,,,,,
2013-01-08,116.1,71.6,44.5,,,,,,,,,,,
2013-01-09,115.8,71.4,44.4,,,,,,,,,,,
2013-01-10,117.1,72.4,44.7,,,,,,,,,,,
2013-01-11,130.1,81.3,48.8,,,,,,,,,,,
2013-01-12,117.6,74,43.6,,,,,,,,,,,
2013-01-13,104.1,66.5,37.6,,,,,,,,,,,
2013-01-14,120.4,74.8,45.6,,,,,,,,,,,
2013-01-15,121.8,75.9,45.9,,,,,,,,,,,
2013-01-16,124.4,77.9,46.5,,,,,,,,,,,
2013-01-17,127.4,79.9,47.5,,,,,,,,,,,
2013-01-18,137.2,86.8,50.4,,,,,,,,,,,
2013-01-19,115.4,73.7,41.7,,,,,,,,,,,
2013-01-20,98.9,64.2,34.7,,,,,,,,,,,
2013-01-21,117,73,44,,,,,,,,,,,
2013-01-22,116,73,43,,,,,,,,,,,
2013-01-23,118,74,44,,,,,,,,,,,
2013-01-24,117.3,72.9,44.4,,,,,,,,,,,
2013-01-25,125.3,78,47.3,,,,,,,,,,,
2013-01-26,106.5,67.2,39.3,,,,,,,,,,,
2013-01-27,98,63,35,,,,,,,,,,,
2013-01-28,118.6,74,44.6,,,,,,,,,,,
2013-01-29,115,71.8,43.2,,,,,,,,,,,
2013-01-30,114,71.4,42.6,,,,,,,,,,,
2013-01-31,111.5,69.7,41.8,,,,,,,,,,,
2013-02-01,116.2,73.3,42.9,,,,,,,,,,,
2013-02-02,102.9,65.6,37.3,,,,,,,,,,,
2013-02-03,89.3,57.9,31.4,,,,,,,,,,,
2013-02-04,112,70.7,41.3,,,,,,,,,,,
2013-02-05,106.6,67.8,38.8,,,,,,,,,,,
2013-02-06,104.7,67.4,37.3,,,,,,,,,,,
2013-02-07,87.1,56.5,30.6,,,,,,,,,,,
2013-02-08,62.7,41.1,21.6,,,,,,,,,,,
2013-02-09,31.6,20.1,11.5,,,,,,,,,,,
2013-02-10,39.3,25.4,13.9,,,,,,,,,,,
2013-02-11,45.3,29.4,15.8,,,,,,,,,,,
2013-02-12,47.9,31,16.9,,,,,,,,,,,
2013-02-13,58,37.6,20.4,,,,,,,,,,,
2013-02-14,65.3,43.3,22,,,,,,,,,,,
2013-02-15,70.9,47.4,23.5,,,,,,,,,,,
2013-02-16,87.7,56.8,30.9,,,,,,,,,,,
2013-02-17,91.1,58.9,32.2,,,,,,,,,,,
2013-02-18,94,59.5,34.5,,,,,,,,,,,
2013-02-19,116.3,72.5,43.8,,,,,,,,,,,
2013-02-20,114.1,71.6,42.5,,,,,,,,,,,
2013-02-21,117.9,74.2,43.7,,,,,,,,,,,
2013-02-22,132.2,83.8,48.4,,,,,,,,,,,
2013-02-23,134.6,87.1,47.5,,,,,,,,,,,
2013-02-24,133.2,87.8,45.4,,,,,,,,,,,
2013-02-25,130.1,83,47.1,,,,,,,,,,,
2013-02-26,121.8,76.4,45.4,,,,,,,,,,,
2013-02-27,127,79.3,47.7,,,,,,,,,,,
2013-02-28,122.6,76.4,46.2,,,,,,,,,,,
2013-03-01,135.3,84.6,50.7,,,,,,,,,,,
2013-03-02,143.6,89.7,53.9,,,,,,,,,,,
2013-03-03,129.3,80.5,48.8,,,,,,,,,,,
2013-03-04,125.4,77.9,47.5,,,,,,,,,,,
2013-03-05,124.9,77,47.9,,,,,,,,,,,
2013-03-06,126.3,77.7,48.6,,,,,,,,,,,
2013-03-07,124.8,77,47.8,,,,,,,,,,,
2013-03-08,160.7,99.8,60.9,,,,,,,,,,,
2013-03-09,155.3,93.8,61.5,,,,,,,,,,,
2013-03-10,122.7,76.9,45.8,,,,,,,,,,,
2013-03-11,123.5,76.7,46.8,,,,,,,,,,,
2013-03-12,125.9,77.4,48.5,,,,,,,,,,,
2013-03-13,119.3,73.6,45.7,,,,,,,,,,,
2013-03-14,123,75.9,47.1,,,,,,,,,,,
2013-03-15,145.7,90.3,55.4,,,,,,,,,,,
2013-03-16,135.9,83.9,52,,,,,,,,,,,
2013-03-17,108,68.5,39.5,,,,,,,,,,,
2013-03-18,129.3,80.6,48.7,,,,,,,,,,,
2013-03-19,124.9,77.1,47.8,,,,,,,,,,,
2013-03-20,124.4,76.9,47.5,,,,,,,,,,,
2013-03-21,126.2,77.9,48.3,,,,,,,,,,,
2013-03-22,143.6,84.5,54.1,,,,,,,,,,,
2013-03-23,138.6,86.7,51.9,,,,,,,,,,,
2013-03-24,134,84.8,49.2,,,,,,,,,,,
2013-03-25,128.6,80,48.6,,,,,,,,,,,
2013-03-26,122.4,75.3,47.1,,,,,,,,,,,
2013-03-27,126.9,78,48.9,,,,,,,,,,,
2013-03-28,126.1,77.7,48.4,,,,,,,,,,,
2013-03-29,142.8,88.6,54.2,,,,,,,,,,,
2013-03-30,139,86.2,52.8,,,,,,,,,,,
2013-03-31,126.9,80.3,46.6,,,,,,,,,,,
2013-04-01,126.8,79.1,47.7,,,,,,,,,,,
2013-04-02,131.7,81.8,49.9,,,,,,,,,,,
2013-04-03,158.1,101.7,56.4,,,,,,,,,,,
2013-04-04,147.1,94.9,52.2,,,,,,,,,,,
2013-04-05,123.5,76.3,47.2,,,,,,,,,,,
2013-04-06,129.7,84.6,45.1,,,,,,,,,,,
2013-04-07,125.4,78.9,46.5,,,,,,,,,,,
2013-04-08,122.6,76,46.6,,,,,,,,,,,
2013-04-09,120.7,74.4,46.3,,,,,,,,,,,
2013-04-10,124.1,76.3,47.8,,,,,,,,,,,
2013-04-11,121.9,75.3,46.6,,,,,,,,,,,
2013-04-12,139,86.2,52.8,,,,,,,,,,,
2013-04-13,137.1,84.6,52.5,,,,,,,,,,,
2013-04-14,120.7,76,44.7,,,,,,,,,,,
2013-04-15,124.1,76.8,47.3,,,,,,,,,,,
2013-04-16,120.9,74.7,46.2,,,,,,,,,,,
2013-04-17,121.9,75,46.9,,,,,,,,,,,
2013-04-18,120.9,74.3,46.6,,,,,,,,,,,
2013-04-19,139.7,86,53.7,,,,,,,,,,,
2013-04-20,125.9,77.7,48.2,,,,,,,,,,,
2013-04-21,121.2,76.3,44.9,,,,,,,,,,,
2013-04-22,121.1,74.8,46.3,,,,,,,,,,,
2013-04-23,119.2,73.3,45.9,,,,,,,,,,,
2013-04-24,127.2,77.9,49.3,,,,,,,,,,,
2013-04-25,123.8,76.2,47.6,,,,,,,,,,,
2013-04-26,131.7,81.5,50.2,,,,,,,,,,,
2013-04-27,129.3,80.9,48.4,,,,,,,,,,,
2013-04-28,152.3,98.1,54.2,,,,,,,,,,,
2013-04-29,136.7,88.9,47.8,,,,,,,,,,,
2013-04-30,140.7,88.7,52,,,,,,,,,,,
2013-05-01,144.7,95.3,49.4,,,,,,,,,,,
2013-05-02,130.3,81.9,48.4,,,,,,,,,,,
2013-05-03,137.1,85.3,51.8,,,,,,,,,,,
2013-05-04,126.4,78.4,48,,,,,,,,,,,
2013-05-05,112.6,71.2,41.4,,,,,,,,,,,
2013-05-06,120.4,74.3,46.1,,,,,,,,,,,
2013-05-07,118.3,72.6,45.7,,,,,,,,,,,
2013-05-08,114.6,70.2,44.4,,,,,,,,,,,
2013-05-09,111.9,68.6,43.3,,,,,,,,,,,
2013-05-10,139.7,86.6,53.1,,,,,,,,,,,
2013-05-11,134.2,82.7,51.5,,,,,,,,,,,
2013-05-12,120.5,76,44.5,,,,,,,,,,,
2013-05-13,123.2,76.3,46.9,,,,,,,,,,,
2013-05-14,119.5,73.4,46.1,,,,,,,,,,,
2013-05-15,121.2,74.3,46.9,,,,,,,,,,,
2013-05-16,109.3,67,42.3,,,,,,,,,,,
2013-05-17,132.3,81.6,50.7,,,,,,,,,,,
2013-05-18,124.9,76.5,48.4,,,,,,,,,,,
2013-05-19,122.8,77.1,45.7,,,,,,,,,,,
2013-05-20,126.5,78.3,48.2,,,,,,,,,,,
2013-05-21,121.5,74.4,47.1,,,,,,,,,,,
2013-05-22,121.2,74.1,47.1,,,,,,,,,,,
2013-05-23,119.4,73.2,46.2,,,,,,,,,,,
2013-05-24,136,84,52,,,,,,,,,,,
2013-05-25,131.7,81.1,50.6,,,,,,,,,,,
2013-05-26,100.7,64,36.7,,,,,,,,,,,
2013-05-27,118.3,72.9,45.4,,,,,,,,,,,
2013-05-28,120.6,73.8,46.8,,,,,,,,,,,
2013-05-29,116.2,70.9,45.3,,,,,,,,,,,
2013-05-30,114.5,70.1,44.4,,,,,,,,,,,
2013-05-31,135.2,83.4,51.8,,,,,,,,,,,
2013-06-01,127.6,78.1,49.5,,,,,,,,,,,
2013-06-02,120.4,75.9,44.5,,,,,,,,,,,
2013-06-03,123.1,75.9,47.2,,,,,,,,,,,
2013-06-04,119.3,73,46.3,,,,,,,,,,,
2013-06-05,121.7,74.4,47.3,,,,,,,,,,,
2013-06-06,121.2,74.2,47,,,,,,,,,,,
2013-06-07,116.3,71.2,45.1,,,,,,,,,,,
2013-06-08,121.4,74.7,46.7,,,,,,,,,,,
2013-06-09,139.3,88,51.3,,,,,,,,,,,
2013-06-10,123.7,78.4,45.3,,,,,,,,,,,
2013-06-11,101.4,63.3,38.1,,,,,,,,,,,
2013-06-12,120.4,78.2,42.2,,,,,,,,,,,
2013-06-13,128.2,79.7,48.5,,,,,,,,,,,
2013-06-14,131.9,81.1,50.8,,,,,,,,,,,
2013-06-15,117.6,72.4,45.2,,,,,,,,,,,
2013-06-16,108.1,67.9,40.2,,,,,,,,,,,
2013-06-17,122.8,75.6,47.2,,,,,,,,,,,
2013-06-18,122,74.9,47.1,,,,,,,,,,,
2013-06-19,122.4,74.8,47.6,,,,,,,,,,,
2013-06-20,126.8,77.7,49.1,,,,,,,,,,,
2013-06-21,137.6,84.4,53.2,,,,,,,,,,,
2013-06-22,122.9,76.4,46.5,,,,,,,,,,,
2013-06-23,90.2,57.5,32.7,,,,,,,,,,,
2013-06-24,126.6,77.9,48.7,,,,,,,,,,,
2013-06-25,109.9,67.8,42.1,,,,,,,,,,,
2013-06-26,131.6,80.8,50.8,,,,,,,,,,,
2013-06-27,130.4,80.2,50.2,,,,,,,,,,,
2013-06-28,142,88.7,53.3,,,,,,,,,,,
2013-06-29,124.2,77.5,46.7,,,,,,,,,,,
2013-06-30,112.1,70.9,41.2,,,,,,,,,,,
2013-07-01,134,83.5,50.5,,,,,,,,,,,
2013-07-02,132.7,81.9,50.8,,,,,,,,,,,
2013-07-03,131.6,81.3,50.3,,,,,,,,,,,
2013-07-04,128.1,80,48.1,,,,,,,,,,,
2013-07-05,129.9,81.3,48.6,,,,,,,,,,,
2013-07-06,112.6,70.1,42.5,,,,,,,,,,,
2013-07-07,112.4,71.4,41,,,,,,,,,,,
2013-07-08,138.1,104.5,33.6,,,,,,,,,,,
2013-07-09,132.7,81.7,51,,,,,,,,,,,
2013-07-10,130.8,80.6,50.2,,,,,,,,,,,
2013-07-11,128.7,79.4,49.3,,,,,,,,,,,
2013-07-12,134.8,83.8,51,,,,,,,,,,,
2013-07-13,117.2,73,44.2,,,,,,,,,,,
2013-07-14,110.8,70.4,40.4,,,,,,,,,,,
2013-07-15,133.3,82.5,50.8,,,,,,,,,,,
2013-07-16,128.9,79.1,49.8,,,,,,,,,,,
2013-07-17,126.1,77.5,48.6,,,,,,,,,,,
2013-07-18,124.8,76.5,48.3,,,,,,,,,,,
2013-07-19,129.4,80.3,49.1,,,,,,,,,,,
2013-07-20,109.6,67.8,41.8,,,,,,,,,,,
2013-07-21,93.9,59.6,34.3,,,,,,,,,,,
2013-07-22,127.9,78.8,49.1,,,,,,,,,,,
2013-07-23,124.8,76.1,48.7,,,,,,,,,,,
2013-07-24,123.3,75.5,47.8,,,,,,,,,,,
2013-07-25,122.3,75,47.3,,,,,,,,,,,
2013-07-26,127.3,78.9,48.4,,,,,,,,,,,
2013-07-27,107.6,66.6,41,,,,,,,,,,,
2013-07-28,97.1,61.5,35.6,,,,,,,,,,,
2013-07-29,120.3,74,46.3,,,,,,,,,,,
2013-07-30,117.9,71.8,46.1,,,,,,,,,,,
2013-07-31,116.7,71.4,45.3,,,,,,,,,,,
2013-08-01,118.7,72.7,46,,,,,,,,,,,
2013-08-02,121.6,75.2,46.4,,,,,,,,,,,
2013-08-03,103.5,64.1,39.4,,,,,,,,,,,
2013-08-04,96,61,35,,,,,,,,,,,
2013-08-05,119.6,73.9,45.7,,,,,,,,,,,
2013-08-06,118.2,72.1,46.1,,,,,,,,,,,
2013-08-07,113.6,69.3,44.3,,,,,,,,,,,
2013-08-08,113.7,69.8,43.9,,,,,,,,,,,
2013-08-09,118.2,73.2,45,,,,,,,,,,,
2013-08-10,99,61.3,37.7,,,,,,,,,,,
2013-08-11,90,57,33,,,,,,,,,,,
2013-08-12,116,71.5,44.5,,,,,,,,,,,
2013-08-13,128,78.56,49.43,,,,,,,,,,,
2013-08-14,113.7,69.5,44.2,,,,,,,,,,,
2013-08-15,114.9,70.3,44.6,,,,,,,,,,,
2013-08-16,112.8,70,42.8,,,,,,,,,,,
2013-08-17,102.2,63.5,38.7,,,,,,,,,,,
2013-08-18,102.2,64.5,37.7,,,,,,,,,,,
2013-08-19,119.7,73.8,45.9,,,,,,,,,,,
2013-08-20,122.2,74.5,47.7,,,,,,,,,,,
2013-08-21,119,72.7,46.3,,,,,,,,,,,
2013-08-22,122.6,75.4,47.2,,,,,,,,,,,
2013-08-23,128.4,79.5,48.9,,,,,,,,,,,
2013-08-24,105.3,65.4,39.9,,,,,,,,,,,
2013-08-25,95.8,61.1,34.7,,,,,,,,,,,
2013-08-26,122.6,76.2,46.4,,,,,,,,,,,
2013-08-27,126.4,77.8,48.6,,,,,,,,,,,
2013-08-28,125,77.1,47.9,,,,,,,,,,,
2013-08-29,124.3,76.6,47.7,,,,,,,,,,,
2013-08-30,136.9,85.1,51.8,,,,,,,,,,,
2013-08-31,130,81.5,48.5,,,,,,,,,,,
2013-09-01,117.6,74,43.6,,,,,,,,,,,
2013-09-02,123.3,75.4,47.9,,,,,,,,,,,
2013-09-03,122,74.2,47.8,,,,,,,,,,,
2013-09-04,123.6,75.4,48.2,,,,,,,,,,,
2013-09-05,122,75,47,,,,,,,,,,,
2013-09-06,139.9,86.8,53.1,,,,,,,,,,,
2013-09-07,138.7,86.1,52.6,,,,,,,,,,,
2013-09-08,126.6,79.6,47,,,,,,,,,,,
2013-09-09,125.1,76.2,48.9,,,,,,,,,,,
2013-09-10,123.2,74.8,48.4,,,,,,,,,,,
2013-09-11,117.8,71.8,46,,,,,,,,,,,
2013-09-12,121.8,74.4,47.4,,,,,,,,,,,
2013-09-13,138,84.6,53.4,,,,,,,,,,,
2013-09-14,135.4,83.1,52.3,,,,,,,,,,,
2013-09-15,122.7,76.6,46.1,,,,,,,,,,,
2013-09-16,127.3,77.9,49.4,,,,,,,,,,,
2013-09-17,130.2,79.6,50.6,,,,,,,,,,,
2013-09-18,156.9,98,58.9,,,,,,,,,,,
2013-09-19,147.7,94,53.7,,,,,,,,,,,
2013-09-20,130.4,80.7,49.7,,,,,,,,,,,
2013-09-21,121.9,78,43.9,,,,,,,,,,,
2013-09-22,125.7,77.7,48,,,,,,,,,,,
2013-09-23,120.3,73.3,47,,,,,,,,,,,
2013-09-24,114.6,69.5,45.1,,,,,,,,,,,
2013-09-25,127.1,77.4,49.7,,,,,,,,,,,
2013-09-26,125.9,76.9,49,,,,,,,,,,,
2013-09-27,138.8,84.8,54,,,,,,,,,,,
2013-09-28,126.4,77.8,48.6,,,,,,,,,,,
2013-09-29,135.8,84.4,51.4,,,,,,,,,,,
2013-09-30,162.4,103.7,58.7,,,,,,,,,,,
2013-10-01,153.2,100.5,52.7,,,,,,,,,,,
2013-10-02,143,89.3,53.7,,,,,,,,,,,
2013-10-03,141.2,88,53.2,,,,,,,,,,,
2013-10-04,136.8,86,50.8,,,,,,,,,,,
2013-10-05,129.1,81.6,47.5,,,,,,,,,,,
2013-10-06,120.3,76.9,43.4,,,,,,,,,,,
2013-10-07,112.3,74,38.3,,,,,,,,,,,
2013-10-08,122.1,74.9,47.2,,,,,,,,,,,
2013-10-09,126.4,76.8,49.6,,,,,,,,,,,
2013-10-10,125.1,75.9,49.2,,,,,,,,,,,
2013-10-11,131.2,79.5,51.7,,,,,,,,,,,
2013-10-12,138.7,84.3,54.4,,,,,,,,,,,
2013-10-13,132.4,81.9,50.5,,,,,,,,,,,
2013-10-14,124.5,75.8,48.7,,,,,,,,,,,
2013-10-15,126.4,76.6,49.8,,,,,,,,,,,
2013-10-16,128,77.8,50.2,,,,,,,,,,,
2013-10-17,125.3,76.9,48.4,,,,,,,,,,,
2013-10-18,148.5,91.2,57.3,,,,,,,,,,,
2013-10-19,154.4,95.6,58.8,,,,,,,,,,,
2013-10-20,136.6,85.9,50.7,,,,,,,,,,,
2013-10-21,128.5,78.6,49.9,,,,,,,,,,,
2013-10-22,126.6,76.6,50,,,,,,,,,,,
2013-10-23,128.1,77.7,50.4,,,,,,,,,,,
2013-10-24,127.6,77.8,49.8,,,,,,,,,,,
2013-10-25,148.3,90.8,57.5,,,,,,,,,,,
2013-10-26,151.5,91.9,59.6,,,,,,,,,,,
2013-10-27,132.4,82.1,50.3,,,,,,,,,,,
2013-10-28,127.1,77.4,49.7,,,,,,,,,,,
2013-10-29,124.4,75.2,49.2,,,,,,,,,,,
2013-10-30,123.3,74.3,49,,,,,,,,,,,
2013-10-31,124.4,75.2,49.2,,,,,,,,,,,
2013-11-01,153.4,94,59.3,,,,,,,,,,,
2013-11-02,140.8,85.5,55.3,,,,,,,,,,,
2013-11-03,125.1,77.8,47.3,,,,,,,,,,,
2013-11-04,126.6,77,49.6,,,,,,,,,,,
2013-11-05,124.3,75,49.3,,,,,,,,,,,
2013-11-06,126,75.8,50.2,,,,,,,,,,,
2013-11-07,126,76.1,49.9,,,,,,,,,,,
2013-11-08,146.6,89.2,57.4,,,,,,,,,,,
2013-11-09,146,88.2,57.8,,,,,,,,,,,
2013-11-10,127.1,78.9,48.2,,,,,,,,,,,
2013-11-11,134.4,81.9,52.5,,,,,,,,,,,
2013-11-12,126,75.6,50.4,,,,,,,,,,,
2013-11-13,125.7,75.8,49.9,,,,,,,,,,,
2013-11-14,123.4,74.4,49,,,,,,,,,,,
2013-11-15,146,88.8,57.2,,,,,,,,,,,
2013-11-16,147.1,88.4,58.7,,,,,,,,,,,
2013-11-17,133.1,81.3,51.8,,,,,,,,,,,
2013-11-18,127.9,77.5,50.4,,,,,,,,,,,
2013-11-19,126.9,76.3,50.6,,,,,,,,,,,
2013-11-20,132.6,79.7,52.9,,,,,,,,,,,
2013-11-21,127.6,76.7,50.9,,,,,,,,,,,
2013-11-22,146.6,89.3,57.3,,,,,,,,,,,
2013-11-23,145.6,87.5,58.1,,,,,,,,,,,
2013-11-24,116.7,71.9,44.8,,,,,,,,,,,
2013-11-25,134.5,81.5,53,,,,,,,,,,,
2013-11-26,129.5,77.4,52.1,,,,,,,,,,,
2013-11-27,128.2,76.8,51.4,,,,,,,,,,,
2013-11-28,127.5,76.6,50.9,,,,,,,,,,,
2013-11-29,147.1,89.2,57.9,,,,,,,,,,,
2013-11-30,143.3,86.2,57.1,,,,,,,,,,,
2013-12-01,128.7,79.1,49.6,,,,,,,,,,,
2013-12-02,128,77.6,50.4,,,,,,,,,,,
2013-12-03,125.8,75.4,50.4,,,,,,,,,,,
2013-12-04,125.9,75.4,50.5,,,,,,,,,,,
2013-12-05,123.5,74.3,49.2,,,,,,,,,,,
2013-12-06,143.5,87.6,55.9,,,,,,,,,,,
2013-12-07,136.9,82,54.9,,,,,,,,,,,
2013-12-08,120.9,74.8,46.1,,,,,,,,,,,
2013-12-09,126.1,76.6,49.5,,,,,,,,,,,
2013-12-10,126.4,75.7,50.7,,,,,,,,,,,
2013-12-11,127.1,76.2,50.9,,,,,,,,,,,
2013-12-12,126.1,75.9,50.2,,,,,,,,,,,
2013-12-13,141.1,85,56.1,,,,,,,,,,,
2013-12-14,130.5,78.6,51.9,,,,,,,,,,,
2013-12-15,120.6,74.3,46.3,,,,,,,,,,,
2013-12-16,123.8,74.8,49,,,,,,,,,,,
2013-12-17,124.6,74.8,49.8,,,,,,,,,,,
2013-12-18,129.3,77.5,51.8,,,,,,,,,,,
2013-12-19,128.3,76.9,51.4,,,,,,,,,,,
2013-12-20,147,89.5,57.5,,,,,,,,,,,
2013-12-21,135.7,82.5,53.2,,,,,,,,,,,
2013-12-22,117.6,72.7,44.9,,,,,,,,,,,
2013-12-23,131.4,79.5,51.9,,,,,,,,,,,
2013-12-24,147.4,88.4,59,,,,,,,,,,,
2013-12-25,139.2,83.8,55.4,,,,,,,,,,,
2013-12-26,127.4,76.3,51.1,,,,,,,,,,,
2013-12-27,142.9,86.5,56.4,,,,,,,,,,,
2013-12-28,124.7,75.6,49.1,,,,,,,,,,,
2013-12-29,112,69.1,42.9,,,,,,,,,,,
